0,44.87,38.16
0,38.42,36.78
0,42.60,33.10
0,45.23,37.72
0,40.96,39.25
0,44.39,33.82
0,39.03,38.85
0,43.40,36.70
0,39.48,37.37
0,40.13,41.75
0,36.70,43.43
0,42.70,41.51
0,42.70,37.95
0,39.63,37.19
0,39.20,41.59
0,37.93,38.81
0,37.94,37.46
0,37.99,39.96
0,36.65,40.70
0,44.98,42.23
0,39.42,37.34
0,37.76,45.08
0,40.15,38.09
0,40.57,46.30
0,40.36,41.85
0,40.90,38.94
0,36.57,38.95
0,39.37,41.76
0,42.52,42.79
0,40.86,42.66
0,37.74,43.76
0,41.54,39.11
0,41.47,39.77
0,43.39,44.56
0,46.56,35.81
0,35.67,38.49
0,40.48,42.63
0,40.95,33.93
0,39.08,42.48
0,40.69,42.29
0,39.33,39.40
0,40.56,41.23
0,40.59,40.36
0,37.99,41.13
0,40.37,43.39
0,43.60,40.56
0,38.87,38.08
0,41.27,40.23
0,38.97,40.13
0,38.14,42.09
0,38.66,43.67
0,41.21,41.78
0,36.72,40.51
0,42.22,37.14
0,39.20,40.10
0,35.88,40.95
0,42.54,37.42
0,41.05,36.06
0,39.88,35.15
0,43.36,41.23
0,39.93,37.67
0,43.82,45.90
0,34.43,43.71
0,44.88,41.01
0,36.40,42.59
0,39.46,38.19
0,36.31,41.65
0,42.38,38.13
0,41.56,36.57
0,42.41,40.14
0,39.44,39.69
0,42.61,42.25
0,41.59,40.41
0,40.23,41.86
0,40.70,42.05
0,39.07,32.70
0,43.12,46.56
0,41.32,39.70
0,39.59,39.64
0,40.05,36.63
0,38.45,37.01
0,40.75,39.11
0,41.49,39.48
0,42.96,40.64
0,46.57,34.31
0,38.06,42.70
0,47.58,39.25
0,40.13,39.32
0,43.99,39.14
0,42.04,39.04
0,36.18,40.94
0,41.51,43.88
0,39.67,38.15
0,41.69,40.72
0,40.84,39.78
0,43.48,41.11
0,45.71,43.33
0,41.98,35.12
0,41.81,41.26
0,42.43,43.13
1,48.61,47.85
1,48.05,51.77
1,45.39,38.90
1,44.28,41.92
1,46.12,51.78
1,48.87,40.35
1,53.86,42.97
1,45.72,48.03
1,52.16,43.49
1,54.88,45.45
1,55.60,46.74
1,55.40,45.38
1,45.77,53.48
1,48.11,44.31
1,47.57,44.30
1,50.84,45.70
1,52.29,51.21
1,49.58,40.73
1,45.90,42.69
1,44.20,47.86
1,48.27,43.92
1,49.99,40.16
1,47.02,47.34
1,52.14,43.46
1,56.27,40.48
1,48.80,44.20
1,40.32,51.71
1,51.27,41.38
1,57.11,47.03
1,51.49,42.90
1,50.37,39.71
1,52.75,43.70
1,50.46,49.16
1,50.99,45.91
1,50.96,42.46
1,52.90,50.35
1,52.63,48.07
1,46.96,41.99
1,45.01,49.27
1,49.12,49.85
1,47.29,43.48
1,50.33,48.19
1,50.21,45.73
1,50.06,45.61
1,46.13,45.28
1,49.35,44.80
1,51.71,42.64
1,49.71,43.97
1,51.45,47.72
1,46.69,47.03
1,57.16,39.90
1,47.12,41.95
1,49.03,50.62
1,50.05,42.59
1,52.15,42.92
1,53.89,46.06
1,54.81,42.71
1,60.50,47.86
1,52.27,44.82
1,47.49,41.99
1,49.53,42.24
1,50.98,42.14
1,52.15,48.31
1,47.55,49.13
1,49.18,49.00
1,51.52,48.89
1,46.55,44.63
1,55.03,42.86
1,42.94,38.27
1,41.32,37.68
1,48.57,49.43
1,48.47,46.12
1,49.62,45.03
1,49.42,44.40
1,51.60,40.93
1,53.50,48.19
1,49.32,47.79
1,47.57,43.14
1,50.54,44.34
1,48.45,42.67
1,48.07,48.25
1,43.27,46.22
1,49.18,47.52
1,51.78,35.36
1,52.03,46.12
1,50.08,43.38
1,52.96,43.57
1,56.36,46.96
1,57.41,42.28
1,43.92,47.48
1,52.95,45.12
1,44.67,43.45
1,52.14,44.36
1,49.60,44.39
1,46.76,43.15
1,45.06,51.12
1,48.35,46.65
1,46.46,47.75
1,43.51,48.19
1,49.88,52.31
2,55.47,60.26
2,61.27,64.27
2,58.54,60.30
2,52.58,57.12
2,61.56,63.82
2,59.02,67.12
2,66.10,59.79
2,51.64,53.84
2,57.31,63.87
2,61.07,52.75
2,59.21,65.59
2,58.70,57.40
2,67.12,60.19
2,58.34,61.21
2,60.06,58.51
2,64.19,63.86
2,62.91,59.64
2,63.97,59.83
2,61.62,63.58
2,62.80,66.20
2,61.56,54.17
2,55.98,64.68
2,58.85,61.34
2,57.05,63.47
2,58.67,65.05
2,58.16,63.87
2,62.34,57.50
2,63.81,56.88
2,57.15,62.50
2,57.83,57.94
2,58.81,56.54
2,63.62,62.11
2,59.76,59.62
2,61.56,66.12
2,63.02,58.24
2,62.69,59.59
2,59.31,66.47
2,58.55,58.34
2,53.24,55.14
2,61.56,57.59
2,61.79,56.14
2,57.34,62.34
2,65.06,62.05
2,64.15,65.90
2,63.60,56.82
2,59.64,62.18
2,58.56,61.57
2,54.53,57.13
2,61.83,52.25
2,56.16,59.94
2,54.04,60.20
2,57.23,58.99
2,59.10,60.66
2,58.05,60.31
2,57.92,61.93
2,65.87,60.68
2,60.59,55.97
2,62.40,57.37
2,57.20,61.93
2,60.63,63.84
2,65.00,58.13
2,60.44,66.10
2,63.35,62.47
2,64.52,57.91
2,62.21,64.88
2,65.62,57.21
2,59.13,61.33
2,59.00,58.64
2,62.37,58.78
2,53.81,61.25
2,58.53,57.47
2,54.58,63.51
2,52.29,54.11
2,59.04,64.26
2,64.54,56.00
2,59.38,54.77
2,63.50,54.89
2,59.50,63.58
2,59.23,65.09
2,56.99,61.28
2,62.96,59.52
2,64.80,61.90
2,54.33,73.71
2,62.25,60.37
2,55.15,60.28
2,58.41,62.23
2,61.29,66.42
2,60.49,61.78
2,61.29,59.49
2,59.36,63.81
2,62.70,57.82
2,56.14,59.77
2,64.02,59.90
2,66.05,57.32
2,60.49,51.28
2,57.94,58.93
2,61.77,65.93
2,60.12,65.04
2,62.29,63.42
2,58.39,64.80
3,66.78,69.49
3,67.14,66.45
3,65.62,66.45
3,71.05,67.79
3,65.96,72.41
3,71.01,71.02
3,72.36,66.01
3,64.16,65.25
3,73.68,64.84
3,72.45,66.16
3,71.18,62.53
3,73.50,67.88
3,72.66,68.57
3,72.39,67.69
3,72.23,63.47
3,66.76,70.18
3,69.88,67.31
3,69.46,69.51
3,68.22,69.53
3,67.25,66.78
3,72.95,71.21
3,66.71,70.52
3,66.88,70.20
3,64.30,64.65
3,68.47,67.50
3,74.27,70.71
3,74.73,71.62
3,69.15,67.20
3,73.21,68.12
3,69.53,63.99
3,69.68,59.63
3,68.63,65.06
3,72.08,66.56
3,69.01,72.04
3,66.85,68.95
3,64.31,68.27
3,71.23,70.58
3,67.30,68.96
3,70.95,67.94
3,70.45,69.39
3,71.19,65.01
3,66.41,75.52
3,75.76,63.82
3,71.35,69.88
3,72.25,68.42
3,67.22,67.45
3,68.53,68.40
3,69.19,67.60
3,73.06,71.69
3,66.46,66.62
3,67.63,71.67
3,69.82,72.35
3,68.57,68.08
3,65.95,71.91
3,68.91,63.54
3,68.22,61.09
3,69.90,68.34
3,70.86,72.49
3,69.10,70.42
3,70.94,67.42
3,63.77,70.84
3,68.49,68.05
3,66.19,68.85
3,70.32,68.09
3,69.60,71.15
3,72.90,70.18
3,79.96,66.20
3,68.86,64.96
3,71.31,65.94
3,61.90,64.36
